t,spot_price,act_dol,act_ETH,net_worth,profit,threshold,target_price,price_gap,fees,spent,gains,profit
1440,410.79,999778.856375,0,999778.856375,-221.14362500002608,1.4377650000000002,411.43230000000005,-0.6423000000000343,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1441,410.79,999778.856375,0,999778.856375,-221.14362500002608,1.4377650000000002,411.41920000000005,-0.6292000000000257,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1442,410.79,999778.856375,0,999778.856375,-221.14362500002608,1.4377650000000002,411.4061000000001,-0.616100000000074,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1443,410.79,999778.856375,0,999778.856375,-221.14362500002608,1.4377650000000002,411.39300000000003,-0.6030000000000086,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1444,410.79,999778.856375,0,999778.856375,-221.14362500002608,1.4377650000000002,411.3799000000001,-0.5899000000000569,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1445,410.79,999778.856375,0,999778.856375,-221.14362500002608,1.4377650000000002,411.36680000000007,-0.5768000000000484,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1446,411.20,999778.856375,0,999778.856375,-221.14362500002608,1.4392,411.3526000000001,-0.15260000000012042,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1447,411.20,999778.856375,0,999778.856375,-221.14362500002608,1.4392,411.3425,-0.14249999999998408,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1448,411.20,999778.856375,0,999778.856375,-221.14362500002608,1.4392,411.332,-0.132000000000005,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1449,411.26,999778.856375,0,999778.856375,-221.14362500002608,1.43941,411.31999999999994,-0.05999999999994543,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1450,411.26,999778.856375,0,999778.856375,-221.14362500002608,1.43941,411.30859999999996,-0.048599999999964894,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1451,411.74,999778.856375,0,999778.856375,-221.14362500002608,1.44109,411.29720000000003,0.442799999999977,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1452,412.10,999778.856375,0,999778.856375,-221.14362500002608,1.44235,411.2906,0.8094000000000392,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1453,412.10,999778.856375,0,999778.856375,-221.14362500002608,1.44235,411.28759999999994,0.812400000000082,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1454,412.10,999778.856375,0,999778.856375,-221.14362500002608,1.44235,411.2845999999999,0.8154000000001247,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1455,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.2815999999999,0.8284000000001015,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1456,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.27869999999996,0.8313000000000557,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1457,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.27969999999993,0.8303000000000793,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1458,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.28329999999994,0.8267000000000735,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1459,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.28729999999996,0.8227000000000544,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1460,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.292,0.8180000000000405,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1461,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.2967,0.8133000000000266,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1462,411.62,999778.856375,0,999778.856375,-221.14362500002608,1.4406700000000001,411.3014,0.31860000000000355,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1463,410.51,999778.856375,0,999778.856375,-221.14362500002608,1.436785,411.30120000000005,-0.7912000000000603,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1464,410.51,999778.856375,0,999778.856375,-221.14362500002608,1.436785,411.28990000000005,-0.7799000000000547,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1465,410.52,999778.856375,0,999778.856375,-221.14362500002608,1.43682,411.2786000000001,-0.758600000000115,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1466,410.90,999778.856375,0,999778.856375,-221.14362500002608,1.43815,411.26740000000007,-0.36740000000008877,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1467,410.56,999778.856375,0,999778.856375,-221.14362500002608,1.43696,411.26,-0.6999999999999886,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1468,410.56,999778.856375,0,999778.856375,-221.14362500002608,1.43696,411.2492,-0.6891999999999712,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1469,410.56,999778.856375,0,999778.856375,-221.14362500002608,1.43696,411.2315999999999,-0.6715999999998985,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1470,410.56,999778.856375,0,999778.856375,-221.14362500002608,1.43696,411.21399999999994,-0.6539999999999395,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1471,410.56,999778.856375,0,999778.856375,-221.14362500002608,1.43696,411.19639999999987,-0.6363999999998668,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1472,410.56,999778.856375,0,999778.856375,-221.14362500002608,1.43696,411.1787999999999,-0.6187999999999079,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1473,410.56,999778.856375,0,999778.856375,-221.14362500002608,1.43696,411.1611999999999,-0.601199999999892,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1474,410.56,999778.856375,0,999778.856375,-221.14362500002608,1.43696,411.1435999999999,-0.5835999999998762,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1475,410.56,999778.856375,0,999778.856375,-221.14362500002608,1.43696,411.1259999999999,-0.5659999999999172,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1476,411.37,999778.856375,0,999778.856375,-221.14362500002608,1.439795,411.11389999999983,0.2561000000001741,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1477,411.23,999778.856375,0,999778.856375,-221.14362500002608,1.439305,411.1099,0.12010000000003629,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1478,411.23,999778.856375,0,999778.856375,-221.14362500002608,1.439305,411.1046,0.12540000000001328,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1479,411.23,999778.856375,0,999778.856375,-221.14362500002608,1.439305,411.0993000000001,0.13069999999993342,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1480,411.23,999778.856375,0,999778.856375,-221.14362500002608,1.439305,411.0940000000001,0.13599999999991041,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1481,411.23,999778.856375,0,999778.856375,-221.14362500002608,1.439305,411.0887000000001,0.14129999999994425,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1482,411.23,999778.856375,0,999778.856375,-221.14362500002608,1.439305,411.0834000000001,0.14659999999992124,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1483,411.22,999778.856375,0,999778.856375,-221.14362500002608,1.43927,411.0781000000001,0.14189999999990732,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1484,411.22,999778.856375,0,999778.856375,-221.14362500002608,1.43927,411.0727000000001,0.14729999999991605,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1485,411.58,999778.856375,0,999778.856375,-221.14362500002608,1.4405299999999999,411.0673000000001,0.5126999999998816,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1486,411.54,999778.856375,0,999778.856375,-221.14362500002608,1.44039,411.0694000000001,0.4705999999999335,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1487,411.54,999778.856375,0,999778.856375,-221.14362500002608,1.44039,411.07220000000007,0.46779999999995425,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1488,411.57,999778.856375,0,999778.856375,-221.14362500002608,1.440495,411.07500000000005,0.4949999999999477,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1489,411.57,999778.856375,0,999778.856375,-221.14362500002608,1.440495,411.07810000000006,0.49189999999993006,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1490,411.57,999778.856375,0,999778.856375,-221.14362500002608,1.440495,411.0812,0.48879999999996926,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1491,411.89,999778.856375,0,999778.856375,-221.14362500002608,1.441615,411.0843000000001,0.805699999999888,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1492,411.89,999778.856375,0,999778.856375,-221.14362500002608,1.441615,411.0906,0.7993999999999915,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1493,411.89,999778.856375,0,999778.856375,-221.14362500002608,1.441615,411.0994,0.7905999999999835,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1494,411.89,999778.856375,0,999778.856375,-221.14362500002608,1.441615,411.1082,0.7817999999999756,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1495,411.89,999778.856375,0,999778.856375,-221.14362500002608,1.441615,411.12199999999996,0.7680000000000291,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1496,411.89,999778.856375,0,999778.856375,-221.14362500002608,1.441615,411.1358,0.7541999999999689,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1497,412.00,999778.856375,0,999778.856375,-221.14362500002608,1.442,411.1485,0.8514999999999873,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1498,412.00,999778.856375,0,999778.856375,-221.14362500002608,1.442,411.16229999999996,0.8377000000000407,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1499,412.00,999778.856375,0,999778.856375,-221.14362500002608,1.442,411.17130000000003,0.8286999999999694,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1500,412.00,999778.856375,0,999778.856375,-221.14362500002608,1.442,411.17870000000005,0.8212999999999511,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1501,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.18770000000006,0.9222999999999502,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1502,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.1978,0.9122000000000412,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1503,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.2073,0.9027000000000385,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1504,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.2167,0.8933000000000106,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1505,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.2268000000001,0.8831999999999312,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1506,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.23690000000005,0.8730999999999653,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1507,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.24699999999996,0.8630000000000564,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1508,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.2567000000001,0.8532999999999333,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1509,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.2686000000001,0.8413999999999078,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1510,412.46,999778.856375,0,999778.856375,-221.14362500002608,1.44361,411.28020000000004,1.1797999999999433,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1511,412.46,999778.856375,0,999778.856375,-221.14362500002608,1.44361,411.29530000000005,1.1646999999999252,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1512,412.46,999778.856375,0,999778.856375,-221.14362500002608,1.44361,411.30950000000007,1.1504999999999086,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1513,412.26,999778.856375,0,999778.856375,-221.14362500002608,1.44291,411.32370000000003,0.9362999999999602,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1514,412.26,999778.856375,0,999778.856375,-221.14362500002608,1.44291,411.3359,0.9241000000000099,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1515,412.26,999778.856375,0,999778.856375,-221.14362500002608,1.44291,411.34810000000004,0.911899999999946,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1516,412.26,999778.856375,0,999778.856375,-221.14362500002608,1.44291,411.36030000000005,0.8996999999999389,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1517,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.3725000000002,0.7374999999998408,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1518,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.38320000000004,0.7267999999999688,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1519,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.39390000000014,0.7160999999998694,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1520,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.4046000000001,0.7053999999999405,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1521,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.41530000000006,0.6946999999999548,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1522,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.42850000000004,0.6814999999999714,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1523,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.4417000000001,0.6682999999999311,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1524,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.45490000000007,0.6550999999999476,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1525,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.4681,0.641900000000021,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1526,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.4813,0.6287000000000376,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1527,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.49449999999996,0.6155000000000541,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1528,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.50770000000006,0.602299999999957,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1529,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.5209,0.5891000000000304,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1530,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.5341,0.5758999999999901,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1531,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.54729999999995,0.5627000000000635,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1532,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.56050000000005,0.5494999999999663,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1533,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.5737,0.5363000000000397,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1534,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.5869,0.5230999999999995,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1535,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.60009999999994,0.5099000000000729,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1536,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.61330000000004,0.4966999999999757,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1537,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.62649999999996,0.4835000000000491,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1538,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.63969999999995,0.47030000000006567,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1539,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.65289999999993,0.4571000000000822,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1540,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.66610000000003,0.4438999999999851,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1541,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.67929999999996,0.4307000000000585,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1542,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.69249999999994,0.41750000000007503,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1543,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.7056999999999,0.4043000000000916,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1544,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.7189,0.39109999999999445,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1545,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.73209999999995,0.37790000000006785,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1546,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.74529999999993,0.3647000000000844,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1547,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.7544,0.3556000000000381,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1548,412.11,999778.856375,0,999778.856375,-221.14362500002608,1.442385,411.7634999999999,0.3465000000001055,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1549,412.01,999778.856375,0,999778.856375,-221.14362500002608,1.442035,411.77259999999995,0.23740000000003647,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1550,412.01,999778.856375,0,999778.856375,-221.14362500002608,1.442035,411.7801,0.22989999999998645,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1551,411.83,999778.856375,0,999778.856375,-221.14362500002608,1.441405,411.7876,0.04239999999998645,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1552,411.83,999778.856375,0,999778.856375,-221.14362500002608,1.441405,411.78850000000006,0.04149999999992815,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1553,411.63,999778.856375,0,999778.856375,-221.14362500002608,1.4407050000000001,411.7858,-0.15579999999999927,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1554,411.63,999778.856375,0,999778.856375,-221.14362500002608,1.4407050000000001,411.7811,-0.15109999999998536,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1555,411.63,999778.856375,0,999778.856375,-221.14362500002608,1.4407050000000001,411.77639999999997,-0.14639999999997144,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1556,411.63,999778.856375,0,999778.856375,-221.14362500002608,1.4407050000000001,411.7716,-0.14159999999998263,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1557,411.63,999778.856375,0,999778.856375,-221.14362500002608,1.4407050000000001,411.76679999999993,-0.13679999999993697,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1558,411.63,999778.856375,0,999778.856375,-221.14362500002608,1.4407050000000001,411.76199999999983,-0.13199999999983447,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1559,411.63,999778.856375,0,999778.856375,-221.14362500002608,1.4407050000000001,411.75719999999984,-0.12719999999984566,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1560,410.91,999778.856375,0,999778.856375,-221.14362500002608,1.438185,411.7523999999999,-0.8423999999998841,265.79362499999996,53136.399999999994,53181.05,-221.14362499999123
1561,410.18,997722.8291249999,5,999773.729125,-226.27087500004563,1.43563,411.7403999999999,-1.5603999999999019,270.92087499999997,55187.299999999996,53181.05,-2277.1708749999925
1562,410.18,995666.8018749999,10,999768.6018749999,-231.3981250000652,1.43563,411.7210999999999,-1.5410999999999149,276.04812499999997,57238.2,53181.05,-4333.198124999994
1563,410.18,993610.7746249998,15,999763.4746249998,-236.52537500020117,1.43563,411.70670000000007,-1.5267000000000621,281.175375,59289.1,53181.05,-6389.225374999995
1564,410.18,991554.7473749998,20,999758.3473749998,-241.65262500022072,1.43563,411.70340000000004,-1.5234000000000378,286.302625,61340.0,53181.05,-8445.252624999997
1565,411.05,991554.7473749998,20,999775.7473749998,-224.25262500019744,1.4386750000000001,411.7001,-0.650100000000009,286.302625,61340.0,53181.05,-8445.252624999997
1566,411.05,991554.7473749998,20,999775.7473749998,-224.25262500019744,1.4386750000000001,411.7054,-0.655399999999986,286.302625,61340.0,53181.05,-8445.252624999997
1567,411.05,991554.7473749998,20,999775.7473749998,-224.25262500019744,1.4386750000000001,411.7069000000001,-0.6569000000000642,286.302625,61340.0,53181.05,-8445.252624999997
1568,411.05,991554.7473749998,20,999775.7473749998,-224.25262500019744,1.4386750000000001,411.71180000000015,-0.6618000000001416,286.302625,61340.0,53181.05,-8445.252624999997
1569,411.05,991554.7473749998,20,999775.7473749998,-224.25262500019744,1.4386750000000001,411.7167000000002,-0.6667000000001622,286.302625,61340.0,53181.05,-8445.252624999997
1570,411.05,991554.7473749998,20,999775.7473749998,-224.25262500019744,1.4386750000000001,411.7216000000002,-0.6716000000001827,286.302625,61340.0,53181.05,-8445.252624999997
1571,411.05,991554.7473749998,20,999775.7473749998,-224.25262500019744,1.4386750000000001,411.72650000000016,-0.6765000000001464,286.302625,61340.0,53181.05,-8445.252624999997
1572,411.05,991554.7473749998,20,999775.7473749998,-224.25262500019744,1.4386750000000001,411.7314000000001,-0.6814000000001101,286.302625,61340.0,53181.05,-8445.252624999997
1573,411.05,991554.7473749998,20,999775.7473749998,-224.25262500019744,1.4386750000000001,411.7363000000002,-0.6863000000001875,286.302625,61340.0,53181.05,-8445.252624999997
1574,411.05,991554.7473749998,20,999775.7473749998,-224.25262500019744,1.4386750000000001,411.74120000000016,-0.6912000000001512,286.302625,61340.0,53181.05,-8445.252624999997
1575,411.05,991554.7473749998,20,999775.7473749998,-224.25262500019744,1.4386750000000001,411.7461000000001,-0.696100000000115,286.302625,61340.0,53181.05,-8445.252624999997
1576,411.05,991554.7473749998,20,999775.7473749998,-224.25262500019744,1.4386750000000001,411.7510000000002,-0.7010000000001924,286.302625,61340.0,53181.05,-8445.252624999997
1577,411.05,991554.7473749998,20,999775.7473749998,-224.25262500019744,1.4386750000000001,411.7478000000002,-0.6978000000001998,286.302625,61340.0,53181.05,-8445.252624999997
1578,411.05,991554.7473749998,20,999775.7473749998,-224.25262500019744,1.4386750000000001,411.7460000000002,-0.6960000000001969,286.302625,61340.0,53181.05,-8445.252624999997
1579,411.16,991554.7473749998,20,999777.9473749998,-222.052625000244,1.4390600000000002,411.74420000000026,-0.5842000000002372,286.302625,61340.0,53181.05,-8445.252624999997
1580,411.16,991554.7473749998,20,999777.9473749998,-222.052625000244,1.4390600000000002,411.7435000000002,-0.5835000000001855,286.302625,61340.0,53181.05,-8445.252624999997
1581,411.10,991554.7473749998,20,999776.7473749998,-223.25262500019744,1.4388500000000002,411.7428000000003,-0.6428000000002498,286.302625,61340.0,53181.05,-8445.252624999997
1582,411.27,991554.7473749998,20,999780.1473749998,-219.85262500017416,1.4394449999999999,411.74150000000014,-0.47150000000016234,286.302625,61340.0,53181.05,-8445.252624999997
1583,411.27,991554.7473749998,20,999780.1473749998,-219.85262500017416,1.4394449999999999,411.74190000000016,-0.4719000000001756,286.302625,61340.0,53181.05,-8445.252624999997
1584,411.27,991554.7473749998,20,999780.1473749998,-219.85262500017416,1.4394449999999999,411.7424,-0.47239999999999327,286.302625,61340.0,53181.05,-8445.252624999997
1585,411.27,991554.7473749998,20,999780.1473749998,-219.85262500017416,1.4394449999999999,411.74289999999996,-0.47289999999998145,286.302625,61340.0,53181.05,-8445.252624999997
1586,411.30,991554.7473749998,20,999780.7473749998,-219.25262500019744,1.43955,411.73979999999995,-0.43979999999993424,286.302625,61340.0,53181.05,-8445.252624999997
1587,411.56,991554.7473749998,20,999785.9473749998,-214.052625000244,1.44046,411.7374,-0.17739999999997735,286.302625,61340.0,53181.05,-8445.252624999997
1588,411.56,991554.7473749998,20,999785.9473749998,-214.052625000244,1.44046,411.73760000000004,-0.17760000000004084,286.302625,61340.0,53181.05,-8445.252624999997
1589,411.26,991554.7473749998,20,999779.9473749998,-220.052625000244,1.43941,411.73750000000007,-0.4775000000000773,286.302625,61340.0,53181.05,-8445.252624999997
1590,411.26,991554.7473749998,20,999779.9473749998,-220.052625000244,1.43941,411.7344000000001,-0.4744000000001165,286.302625,61340.0,53181.05,-8445.252624999997
1591,411.26,991554.7473749998,20,999779.9473749998,-220.052625000244,1.43941,411.73130000000003,-0.471300000000042,286.302625,61340.0,53181.05,-8445.252624999997
1592,411.26,991554.7473749998,20,999779.9473749998,-220.052625000244,1.43941,411.7250000000001,-0.4650000000000887,286.302625,61340.0,53181.05,-8445.252624999997
1593,411.11,991554.7473749998,20,999776.9473749998,-223.052625000244,1.438885,411.7187000000001,-0.6087000000001126,286.302625,61340.0,53181.05,-8445.252624999997
1594,411.11,991554.7473749998,20,999776.9473749998,-223.052625000244,1.438885,411.7109000000001,-0.600900000000081,286.302625,61340.0,53181.05,-8445.252624999997
1595,411.11,991554.7473749998,20,999776.9473749998,-223.052625000244,1.438885,411.70310000000006,-0.5931000000000495,286.302625,61340.0,53181.05,-8445.252624999997
1596,411.11,991554.7473749998,20,999776.9473749998,-223.052625000244,1.438885,411.6953000000001,-0.5853000000000748,286.302625,61340.0,53181.05,-8445.252624999997
1597,411.11,991554.7473749998,20,999776.9473749998,-223.052625000244,1.438885,411.68750000000006,-0.5775000000000432,286.302625,61340.0,53181.05,-8445.252624999997
1598,411.11,991554.7473749998,20,999776.9473749998,-223.052625000244,1.438885,411.6786,-0.5686000000000035,286.302625,61340.0,53181.05,-8445.252624999997
1599,411.11,991554.7473749998,20,999776.9473749998,-223.052625000244,1.438885,411.66970000000003,-0.5597000000000207,286.302625,61340.0,53181.05,-8445.252624999997
1600,411.05,991554.7473749998,20,999775.7473749998,-224.25262500019744,1.4386750000000001,411.6608,-0.6107999999999834,286.302625,61340.0,53181.05,-8445.252624999997
1601,410.65,991554.7473749998,20,999767.7473749998,-232.25262500019744,1.4372749999999999,411.6513000000001,-1.0013000000001284,286.302625,61340.0,53181.05,-8445.252624999997
1602,410.52,991554.7473749998,20,999765.1473749998,-234.85262500017416,1.43682,411.6367000000001,-1.116700000000094,286.302625,61340.0,53181.05,-8445.252624999997
1603,410.52,991554.7473749998,20,999765.1473749998,-234.85262500017416,1.43682,411.62080000000003,-1.1008000000000493,286.302625,61340.0,53181.05,-8445.252624999997
1604,410.52,991554.7473749998,20,999765.1473749998,-234.85262500017416,1.43682,411.6049,-1.0849000000000046,286.302625,61340.0,53181.05,-8445.252624999997
1605,410.52,991554.7473749998,20,999765.1473749998,-234.85262500017416,1.43682,411.58899999999994,-1.06899999999996,286.302625,61340.0,53181.05,-8445.252624999997
1606,410.52,991554.7473749998,20,999765.1473749998,-234.85262500017416,1.43682,411.57309999999995,-1.0530999999999722,286.302625,61340.0,53181.05,-8445.252624999997
1607,410.52,991554.7473749998,20,999765.1473749998,-234.85262500017416,1.43682,411.55719999999985,-1.0371999999998707,286.302625,61340.0,53181.05,-8445.252624999997
1608,410.16,991554.7473749998,20,999757.9473749998,-242.052625000244,1.4355600000000002,411.5412999999999,-1.3812999999998965,286.302625,61340.0,53181.05,-8445.252624999997
1609,410.16,991554.7473749998,20,999757.9473749998,-242.052625000244,1.4355600000000002,411.5218,-1.3617999999999597,286.302625,61340.0,53181.05,-8445.252624999997
